Author,Closeness,Betweenness,Centrality
rickyyue,0.41730644638807907,0.0,0.012244897959183675
karsures,0.3735745097328452,0.0,0.012244897959183675
zhenduow,0.3810189293108548,0.004475514912952179,0.0163265306122449
ct2357,0.37692195157632946,0.0,0.020408163265306124
adamolien,0.3729121435808366,0.0,0.00816326530612245
yaxirhuxxain,0.37225212208777314,0.0,0.004081632653061225
mulangonando,0.4248938363224078,0.0034540145690680093,0.036734693877551024
aradhanacha,0.37692195157632946,0.0,0.020408163265306124
mercarikaicheung,0.42318400197100975,0.0004819945862100428,0.0163265306122449
tiru1930,0.39312607285905016,0.0,0.00816326530612245
sdeepaknarayanan,0.37225212208777314,0.0,0.004081632653061225
AlexanderJLiu,0.4363536285883648,0.0002688163477725204,0.020408163265306124
AStupidBear,0.3735745097328452,0.0,0.012244897959183675
MiladShahidi,0.4437182467923878,0.0031371782326599104,0.028571428571428574
cjmcgraw,0.4223342348987788,0.003425843050299389,0.0326530612244898
darlliu,0.413207168918648,0.0,0.0163265306122449
ambodi,0.37225212208777314,0.0,0.004081632653061225
hdatteln,0.42661754356915177,0.000925557096649348,0.020408163265306124
DeepColin,0.40061418853255587,0.0,0.00816326530612245
Anticsss,0.39312607285905016,0.0,0.00816326530612245
hanshuguang-google,0.4494069422640851,0.012418905162715788,0.0489795918367347
robertosolargallardo,0.40061418853255587,0.0,0.00816326530612245
fly12357,0.43726080868938016,0.0012820022622632178,0.0163265306122449
hi-bingo,0.37759865166892614,0.0,0.020408163265306124
pvahabi,0.4123969587835134,0.0,0.012244897959183675
davidmosca,0.4437182467923878,0.002742481854356974,0.036734693877551024
PharaonHub,0.4164800969892908,0.0,0.00816326530612245
waldstein1983,0.4189690218716969,0.0015260595320816138,0.020408163265306124
dynamicwebpaige,0.40291656892642114,0.0,0.020408163265306124
edwardchor,0.4181360814703615,0.0,0.0163265306122449
OmidSaremi,0.3742392330597719,0.0,0.012244897959183675
TDDFT,0.4532811400422238,0.004848081173071048,0.028571428571428574
nalin-mathur-oyo,0.36014117975957505,0.0,0.012244897959183675
PoorvaRane,0.38591275042126943,0.0,0.012244897959183675
nsalerni,0.3894860166288738,0.0022707406715436165,0.028571428571428574
working-estimate,0.36262491203377906,0.0007698139933001091,0.02448979591836735
laxmimerit,0.32862882653061226,0.0,0.004081632653061225
LoayHM,0.32862882653061226,0.0,0.004081632653061225
stanpcf,0.334375912527173,0.0,0.012244897959183675
ypopkov,0.32862882653061226,0.0,0.004081632653061225
kunalkishore,0.3327886850942909,0.0,0.020408163265306124
hodeld,0.3327886850942909,0.0,0.020408163265306124
meg261995,0.3583005945137851,0.0,0.012244897959183675
KimuraTian,0.40524556643466636,0.0,0.020408163265306124
rjagerman,0.3476404115365154,0.026248453597197265,0.04081632653061225
vertika-19,0.3327886850942909,0.0,0.012244897959183675
whuissyxa,0.3583005945137851,0.0,0.012244897959183675
WhatAreTheInsights,0.3583005945137851,0.0,0.012244897959183675
build8e23,0.4076016453092865,0.00042398848688577696,0.02448979591836735
youcefjd,0.3583005945137851,0.0,0.012244897959183675
robertwt7,0.3583005945137851,0.0,0.012244897959183675
tomleung1996,0.36014117975957505,0.00031742048888251613,0.020408163265306124
levyfan,0.4115899197252286,0.0004697334188802908,0.02448979591836735
HongleiZhuang,0.42748465239754435,0.019769687024621785,0.06938775510204082
supersush,0.40524556643466636,0.00021539294874858614,0.020408163265306124
Yazhou-Liu,0.32862882653061226,0.0,0.004081632653061225
ebernhardson,0.36200077277038184,0.0,0.004081632653061225
shioriarie,0.36200077277038184,0.0,0.004081632653061225
MoyanZitto,0.38876607944471686,0.0,0.00816326530612245
ratulray,0.36262491203377906,0.0,0.00816326530612245
anushaj13,0.36200077277038184,0.0,0.004081632653061225
pluspluswu,0.36262491203377906,0.0,0.00816326530612245
FroilanYue,0.38876607944471686,0.0,0.00816326530612245
VittalP,0.36451031018993385,0.0,0.012244897959183675
dazcona,0.4115899197252286,0.0065039095509152375,0.028571428571428574
NidhiRustagi,0.36200077277038184,0.0,0.004081632653061225
eirikaso,0.36451031018993385,0.0,0.0163265306122449
zxyscz,0.3894860166288738,0.0,0.012244897959183675
we1559,0.3638796695148648,3.345600535296086e-05,0.0163265306122449
Shuailong,0.36200077277038184,0.0,0.004081632653061225
primetang,0.38876607944471686,0.0,0.00816326530612245
smith6cr,0.36200077277038184,0.0,0.004081632653061225
theoqian,0.36451031018993385,0.0,0.00816326530612245
DianeHu,0.3683405411201258,0.0,0.00816326530612245
Trezorro,0.36451031018993385,0.0,0.0163265306122449
reidswanson,0.36200077277038184,0.0,0.004081632653061225
muthuayyanar,0.36200077277038184,0.0,0.004081632653061225
baokunguo,0.36262491203377906,0.0,0.00816326530612245
zhyluo,0.36262491203377906,0.0,0.00816326530612245
motiteux,0.3689867525957752,0.0,0.0163265306122449
eladBenedict,0.3638796695148648,0.0,0.00816326530612245
marlanbar,0.36200077277038184,0.0,0.004081632653061225
jeisinge,0.390208625194048,0.0,0.012244897959183675
felixmaximilian,0.36200077277038184,0.0,0.004081632653061225
mkfilipiuk,0.36200077277038184,0.0,0.004081632653061225
StarWang,0.36200077277038184,0.0,0.004081632653061225
gever-ashdodi,0.36200077277038184,0.0,0.004081632653061225
aburkard,0.36200077277038184,0.0,0.004081632653061225
samuel-wong-taiger,0.36514314058956915,0.0,0.00816326530612245
carrot321,0.3894860166288738,0.0,0.012244897959183675
HarrieO,0.36325120721863874,0.0,0.012244897959183675
dbarmak,0.36200077277038184,0.0,0.004081632653061225
oapandit,0.390208625194048,0.0,0.0163265306122449
NataliyaDi,0.36200077277038184,0.0,0.004081632653061225
twinsken,0.36451031018993385,0.0,0.00816326530612245
erikinfo,0.36325120721863874,0.0,0.00816326530612245
johnvorsten,0.36705488478113757,9.688301550128248e-05,0.0163265306122449
weirencRicky,0.390208625194048,0.0,0.0163265306122449
cs5090237,0.36200077277038184,0.0,0.004081632653061225
zyenge,0.36200077277038184,0.0,0.004081632653061225
muik,0.36451031018993385,0.0,0.00816326530612245
Mitchell-gitrepo,0.36200077277038184,0.0,0.004081632653061225
HoltSpalding,0.36451031018993385,0.0,0.0163265306122449
DbVikas,0.3689867525957752,0.0,0.0163265306122449
arita37,0.36200077277038184,0.0,0.004081632653061225
Xilun-Chen,0.38876607944471686,0.0,0.00816326530612245
softwaredoug,0.34879344772734966,0.0,0.020408163265306124
tangzhy,0.3459250805585392,0.0,0.00816326530612245
mhajiaghayi,0.3419877219180355,0.0,0.00816326530612245
luckyfgong,0.3419877219180355,0.0,0.00816326530612245
opringle,0.3414325470447919,0.0,0.004081632653061225
dsl10brc,0.3459250805585392,0.0,0.012244897959183675
Tahsin-Mayeesha,0.3414325470447919,0.0,0.004081632653061225
Shiki-H,0.34879344772734966,0.0,0.020408163265306124
anuragreddygv323,0.34254470517848834,0.0,0.00816326530612245
sagarkar10,0.35407819693533976,0.0016978768601384861,0.02448979591836735
cwj,0.34879344772734966,0.0,0.020408163265306124
sosososo,0.34254470517848834,0.0,0.012244897959183675
AkbarAlam,0.3414325470447919,0.0,0.004081632653061225
licoen,0.34254470517848834,0.0,0.012244897959183675
MiladAlshomary,0.2929282019214371,0.0,0.004081632653061225
WesleyHung,0.2929282019214371,0.0,0.004081632653061225
CYL586309,0.2857641969831411,0.0,0.012244897959183675
afcarvallo,0.0,0.0,0.0
kevin2018pg,0.2893018555427673,0.0,0.004081632653061225
richardimms,0.3061462139440929,0.0,0.004081632653061225
jack-cx,0.3061462139440929,0.0,0.004081632653061225
nickwood0739,0.3061462139440929,0.0,0.004081632653061225
tillwf,0.3079391639525503,0.015088658414185347,0.012244897959183675
laliteshm,0.0,0.0,0.0
Daphneitec,0.3030582838322649,0.0,0.004081632653061225
heyanxian,0.30570123398196486,0.0,0.004081632653061225
DavidV17,0.0,0.0,0.0
yatharth96,0.26656837639998965,0.0,0.004081632653061225
phaidara,0.2313778316607171,0.0,0.004081632653061225
tanguycdls,0.2313778316607171,0.0,0.004081632653061225
Yu-Zhou,0.2530956064736364,0.0,0.004081632653061225
pangpang97,0.2530956064736364,0.0,0.004081632653061225
ganeshparameswaran,0.2530956064736364,0.0,0.004081632653061225
trumandaniels,0.0,0.0,0.0
xiaoyichao,0.0,0.0,0.0
aneeshjain,0.2706852625219972,0.0,0.004081632653061225
wangziliang11,0.0,0.0,0.0
shirinssalehi,0.0,0.0,0.0
pierce1987,0.004081632653061225,0.0,0.004081632653061225
RyanKimyou,0.004081632653061225,0.0,0.004081632653061225
malembetirick,0.0,0.0,0.0
failingmiserably,0.0,0.0,0.0
tracycuixin,0.0,0.0,0.0
ShahrzadZolghadr,0.0,0.0,0.0
shijing001,0.0,0.0,0.0
cBournhonesque,0.0,0.0,0.0
Tejas-Nanaware,0.0,0.0,0.0
kyledufrane,0.0,0.0,0.0
orsonadams,0.0,0.0,0.0
